BookID,title,ean_isbn13,upc_isbn10,description,publisher,publish_date
275,Ghettoside: A True Story of Murder in America,9780385529990.0,385529996,"NEW YORK TIMES BESTSELLERA masterly work of literary journalism about a senseless murder, a relentless detective, and the great plague of homicide in America  On a warm spring evening in South Los Angeles, a young man is shot and killed on a sidewalk minutes away from his home, one of the thousands of black Americans murdered that year. His assailant runs down the street, jumps into an SUV, and vanishes, hoping to join the scores of killers in American cities who are never arrested for their crimes.  But as soon as the case is assigned to Detective John Skaggs, the odds shift.  Here is the kaleidoscopic story of the quintessential, but mostly ignored, American murdera ghettoside killing, one young black man slaying anotherand a brilliant and driven cadre of detectives whose creed is to pursue justice for forgotten victims at all costs. Ghettoside is a fast-paced narrative of a devastating crime, an intimate portrait of detectives and a community bonded in tragedy, and a surprising new lens into the great subject of why murder happens in our citiesand how the epidemic of killings might yet be stopped.  Praise for Ghettoside A serious and kaleidoscopic achievement . . . [JillLeovy is] a crisp writer with a crisp mind and the ability to boil entire skies of information into hard journalistic rain.Dwight Garner,The New York TimesMasterful . . . gritty reporting that matches the police work behind it.Los Angeles TimesMoving and engrossing.San Francisco ChroniclePenetrating and heartbreaking . . .Ghettosidepoints out how relatively little America has cared even as recently as the last decade about the value of young black mens lives.USA TodayFunctions both as a snappy police procedural andmore significantlyas a searing indictment of legal neglect . . . Leovys powerful testimony demands respectful attention.The Boston GlobeGritty, heart-wrenching . . . Everyone needs to read this book.Michael Connelly  Ghettoside is remarkable: a deep anatomy of lawlessness.Atul Gawande, author of Being Mortal[Leovy writes] with grace and artistry, and controlledbut bone-deepoutrage in her new book. . . . Ghettoside, if theres any justice, will be the most important book about urban violence in a generation.David M. Kennedy, The Washington Post Riveting . . . This timely book could not be more important.Associated Press  Told with the chilling detail and gripping pace of a prime-time drama.The EconomistLeovys relentless reporting has produced a book packed with valuable, hard-won insightsand it serves as a crucial, 366-page reminder that black lives matter. The New York Times Book Review A compelling analysis of the factors behind the epidemic of black-on-black homicide, and the beginnings of a policy prescription for tackling it . . . an important book, which deserves a wide audience.Hari Kunzru, The GuardianFrom the Hardcover edition.",Spiegel &amp; Grau,2015-10-27
276,Between the World and Me,9780812993547.0,812993543,"Hailed by Toni Morrison as required reading, a bold and personal literary exploration of Americas racial history by the single best writer on the subject of race in the United States (The New York Observer)  This is your country, this is your world, this is your body, and you must find some way to live within the all of it. In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nations history and current crisis. Americans have built an empire on the idea of race, a falsehood that damages us all but falls most heavily on the bodies of black women and menbodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden?  Between the World and Me is Ta-Nehisi Coatess attempt to answer these questions in a letter to his adolescent son. Coates shares with his sonand readersthe story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose childrens lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.Praise for Between the World and Me  Ive been wondering who might fill the intellectual void that plagued me after James Baldwin died. Clearly it is Ta-Nehisi Coates. The language of Between the World and Me, like Coatess journey, is visceral, eloquent, and beautifully redemptive. And its examination of the hazards and hopes of black male life is as profound as it is revelatory. This is required reading.Toni MorrisonTa-Nehisi Coates is the James Baldwin of our era, and this is his cri de coeur. A brilliant thinker at the top of his powers, he has distilled four hundred years of history and his own anguish and wisdom into a prayer for his beloved son and an invocation to the conscience of his country. Between the World and Me is an instant classic and a gift to us all.Isabel Wilkerson, author of The Warmth of Other Suns  Immense, multifaceted . . . This is a poets book, revealing the sensibility of a writer to whom wordsexact wordsmatter. . . . As a meditation on race in America, haunted by the bodies of black men, women, and children, Coatess compelling, indeed stunning, work is rare in its power to make you want to slow down and read every word. This is a book that will be hailed as a classic of our time.Publishers Weekly (starred review)  The powerful story of a fathers past and a sons future . . . Coates offers this eloquent memoir as a letter to his teenage son, bearing witness to his own experiences and conveying passionate hopes for his sons life. . . . This moving, potent testament might have been titled Black Lives Matter.Kirkus Reviews (starred review)",Spiegel &amp; Grau,2015-07-14
277,Librarian's Guide to Online Searching,9781440878237.0,1440878234,"Updates the premier textbook for students and librarians needing to know the landscape of current databases and how to search them. Librarians need to know of existing databases, and they must be able to teach search capabilities and strategies to library users. This practical guide introduces librarians to a broad spectrum of fee-based and freely available databases and explains how to teach them. The updated 6th edition of this well-regarded text covers new databases on the market as well as updates to older databases. It also explains underlying information structures and demonstrates how to search most effectively. It introduces readers to several recent changes, such as the move away from metadata-based indexing to full text indexing by vendors covering newspaper content. Business databases receive greater emphasis. As in the previous editions, this book takes a real-world approach, covering topics from basic and advanced search tools to online subject databases. Each chapter includes a thorough discussion, a recap, concrete examples, exercises, and points to consider, making it an ideal text for courses in database searching as well as a trustworthy professional resource. Helps librarians and students understand the latest developments in library databases Looks not only at textual databases but also numerical, image, video, and social media resources Includes changes and trends in database functionality since the 5th edition","ABCCLIO, LLC",2021-06-18
278,The Shock Doctrine: The Rise of Disaster Capitalism,9780312427993.0,312427999,"In this groundbreaking alternative history of the most dominant ideology of our time, Milton Friedman&#039;s free-market economic revolution, Naomi Klein challenges the popular myth of this movement&#039;s peaceful global victory. From Chile in 1973 to Iraq today, Klein shows how Friedman and his followers have repeatedly harnessed terrible shocks and violence to implement their radical policies. As John Gray wrote in The Guardian, &quot;There are very few books that really help us understand the present. The Shock Doctrine is one of those books.&quot;",Picador,2008-06-24
279,Teaching Media Literacy,9780838917213.0,838917216,"Though media literacy and information literacy are intertwined, there are important differences; and there has never been a more urgent need for an incisive examination of the crucial role librarians and other educators can play in teaching the skills necessary to access, analyze, evaluate, and create media. Media literate youth and adults are better able to understand the complex messages emanating from television, movies, radio, the internet, news outlets, magazines, books, billboards, video games, music, and all other forms of media. In this book, international expert De Abreu melds advice from a diverse array of practitioners and subject experts with her own research findings to examine how consuming media and technology impacts the learning of K-12 students, tackling such paramount issues as fake news/alternative facts; critical thinking digital literacy and digital citizenship; social inclusion and equity; global interconnectivity; and social justice and advocacy. Inside, readers will find a wealth of intelligently crafted, ready-to-use lesson plans and activities designed to help promote critical thinking skills for K-12 students, making this a perfect teaching resource for school and public librarians, educators, and literacy instructors. Each group of lesson plans is prefaced by a well-informed and insightful discussion of the concept at hand along with guidance on how to best use the lesson plans, which can be freely adapted to any setting.",American Library Association,2019-05-20
280,Using Context in Information Literacy Instruction,9780838937983.0,838937985,"Hosier shows academic librarians how to use context when teaching information literacy, an approach that offers a substantive and enduring impact on students' lifelong learning. Librarians know that information literacy is much more complex and nuanced than the basic library research skill that it's often portrayed as; in fact, as outlined by the ACRL Framework, research is a contextual activity. But the settings in which we teach often constrain our ability to take a more layered approach. This book not only shows you how to teach information literacy as something other than a basic skill, but also how to do it in whatever mode of teaching you're most often engaged in, whether that's a credit-bearing course, a one-shot session, a tutorial, a reference desk interaction, or a library program. Taking you through each step of the research process, this book shares ideas for adding context while exploring topics such as how conversations about context can be integrated into lessons on common information literacy topics; examples of the six genres of research and suggested course outlines for each; ensuring that context strategies fit within the ACRL Framework; questions for reflection in teaching each step of the research process; four different roles that sources can play when researching a topic; helping students refine a topic that is drawing too many or too few sources; cultivating students to become good decision-makers for the best type of research sources to use depending on their need; and how to address the shortcomings of checklist tools like the CRAAP test.",American Library Association,2022-01-03
281,The Twentieth Century: A People's History,9780060530341.0,60530340,"Containing just the twentieth-century chapters from Howard Zinn&#039;s bestselling A People&#039;s History of the United States, this revised and updated edition includes two new chapters -- covering Clinton&#039;s presidency, the 2000 Election, and the &quot;war on terrorism.&quot;   Highlighting not just the usual terms of presidential administrations and congressional activities, this book provides you with a &quot;bottom-to-top&quot; perspective, giving voice to our nation&#039;s minorities and letting the stories of such groups as African Americans, women, Native Americans, and the laborers of all nationalities be told in their own words.",Harper Perennial,2003-02-04
282,Media Literacy for Justice,9780838948927.0,838948928,"Foreword by Yohuru Williams, Racial Justice Initiative, Dean of the College of Arts and Sciences. St. Thomas University, Minneapolis; Preface by Asha Rangappa, former FBI agent and Senior Lecturer, Yale University's Jackson Institute for Global Affairs Providing context, reflection points, and ready-to-use lesson plans, this powerful book illuminates the intersections of social justice and media literacy for educators, school and public librarians, teachers of history and civics, information literacy instructors, and community leaders. The corrosive effects of today's relentless tide of media are pernicious. We are conditioned in many ways by our media environments to accept and not question, making it crucial that young people master the skills necessary to access, analyze, evaluate, and create media. De Abreu and her fellow contributors propose that a key solution to our society's crisis of misinformation, misrepresentation, and misunderstanding lies in melding social justice aims with media literacy concepts and skills. Featuring reflective activities and lesson ideas that can be adapted for educational settings from higher education to the K-12 spectrum, community centers, and libraries, this resource spotlights the work of school library media specialists, classroom teachers, academic educators, and representatives of non-profits from around the world; presents ten chapters which explore such timely issues as how to deal with controversial topics in the classroom, the effects of misinformation/disinformation on civics in society, why the media underrepresents certain people in their programming, the digital divide and where libraries fit in, how injustice exacerbates public health issues, and global conceptions of social justice and media literacy examined through various world events; and provides information about additional resources like social action/advocacy organizations, classroom resources, and films that will assist readers as they reflect upon, teach, and discuss media literacy and social justice.","NealSchuman Publishers, Incorporated",2022-02-07
283,Crime and Criminal Justice,9781544338972.0,154433897X,"""The text is logically organized and easy to read and understand. Students will find the text intriguing as they move through the coverage of the controversies from the text."" --Michelle L. Foster, Kent State University Updated with new content and current controversies that facilitate critical thinking, debate, and application of the concepts, Stacy L. Mallicoat's Crime and Criminal Justice, Second Edition,provides you with accessible and concise coverage of all relevant aspects of the criminal justice system, as well as unique chapters on victims and criminal justice policy. Using an innovative format designed to increase student engagement and critical thinking, each chapter is followed by two Current Controversydebates that dive into a critical issue in criminal justice. These features challenge misconceptions by providing a balanced debate of both the pros and the cons of each issue and are followed by probing questions to help you think critically about timely topics. With contemporary examples that you can easily apply and a broad range of effective learning tools, this practical text helps you go beyond the surface toward a deeper understanding of the criminal justice system.  New to the Second Edition: Nearly 50% of theCurrent Controversyessayshave been updatedto expand your engagement and critical thinking skills by exploring the pros and cons of key issues in criminal justice, such asIs the Media a Credible Source on Crime?,Should the United States Increase Its Laws About Gun Control?, and Are Colleges and Universities the Best Place to Respond to Campus Sexual Assault? NewSpotlightboxesprovide additional examples to engage you and inform you about important topics, such as Sexual Harassment in Hollywood,Mandatory Arrest Policies,Lynching and Mass Incarceration,Michelle Carter,andThe Boston Marathon Bombings.Some boxes include critical thinking questions that will help you apply the material and make important connections. New contentenables you to explore crucial topics in today's field, such as feminist criminology, the juvenile justice process, transnational crime, and the policies of the Trump administration. Updated statistics, graphs, and tables demonstrate to you the most recent data and trends in criminal justice.","SAGE Publications, Incorporated",2019-01-23
284,Tomatoland: How Modern Industrial Agriculture Destroyed Our Most Alluring Fruit,9781449423452.0,1449423450,"First paperback edition of the New York Times best-seller. Based on a James Beard award-winning article from a leading voice on the politics of agribusiness, Tomatoland combines history, legend, passion for taste, and investigative reporting on modern agribusiness and environmental issues into a revealing, controversial look at the tomato, the fruit we love so much that we eat $4 billion-worth annually.2012 IACP Award Winner in the Food Matters categorySupermarket produce sections bulging with a year-round supply of perfectly round, bright red-orange tomatoes have become all but a national birthright. But in Tomatoland, which is based on his James Beard Award-winning article, ""The Price of Tomatoes,"" investigative food journalist Barry Estabrook reveals the huge human and environmental cost of the $5 billion fresh tomato industry. Fields are sprayed with more than one hundred different herbicides and pesticides. Tomatoes are picked hard and green and artificially gassed until their skins acquire a marketable hue. Modern plant breeding has tripled yields, but has also produced fruits with dramatically reduced amounts of calcium, vitamin A, and vitamin C, and tomatoes that have fourteen times more sodium than the tomatoes our parents enjoyed. The relentless drive for low costs has fostered a thriving modern-day slave trade in the United States. How have we come to this point?Estabrook traces the supermarket tomato from its birthplace in the deserts of Peru to the impoverished town of Immokalee, Florida, a.k.a. the tomato capital of the United States. He visits the laboratories of seedsmen trying to develop varieties that can withstand the rigors of agribusiness and still taste like a garden tomato, and then moves on to commercial growers who operate on tens of thousands of acres, and eventually to a hillside field in Pennsylvania, where he meets an obsessed farmer who produces delectable tomatoes for the nation's top restaurants.Throughout Tomatoland, Estabrook presents a who's who cast of characters in the tomato industry: the avuncular octogenarian whose conglomerate grows one out of every eight tomatoes eaten in the United States; the ex-Marine who heads the group that dictates the size, color, and shape of every tomato shipped out of Florida; the U.S. attorney who has doggedly prosecuted human traffickers for the past decade; and the Guatemalan peasant who came north to earn money for his parents' medical bills and found himself enslaved for two years.Tomatoland reads like a suspenseful whodunit as well as an expose of today's agribusiness systems and the price we pay as a society when we take taste and thought out of our food purchases.",Andrews McMeel Publishing,2012-04-24
285,Foundations of Information Ethics,9780838917220.0,838917224,"Foreword by Robert Hauptman As discussions about the roles played by information in economic, political, and social arenas continue to evolve, the need for an intellectual primer on information ethics that also functions as a solid working casebook for LIS students and professionals has never been more urgent. This text, written by a stellar group of ethics scholars and contributors from around the globe, expertly fills that need. Organized into twelve chapters, making it ideal for use by instructors, this volume from editors Burgess and Knox thoroughly covers principles and concepts in information ethics, as well as the history of ethics in the information professions; examines human rights, information access, privacy, discourse, intellectual property, censorship, data and cybersecurity ethics, intercultural information ethics, and global digital citizenship and responsibility; synthesizes the philosophical underpinnings of these key subjects with abundant primary source material to provide historical context along with timely and relevant case studies; features contributions from John M. Budd, Paul T. Jaeger, Rachel Fischer, Margaret Zimmerman, Kathrine A. Henderson, Peter Darch, Michael Zimmer, and Masooda Bashir, among others; and offers a special concluding chapter by Amelia Gibson that explores emerging issues in information ethics, including discussions ranging from the ethics of social media and social movements to AI decision making. This important survey will be a key text for LIS students and an essential reference work for practitioners.",American Library Association,2019-04-01
286,The Autobiography of Malcolm X (As Told to Alex Haley),9780345376718.0,345376714,"&quot;Extraordinary. A brilliant, painful, and important book.&quot;THE NEW YORK TIMESIf there was any one man who articulated the anger, the struggle, and the beliefs of African Americans in the 1960s, that man was Malcolm X. His AUTOBIOGRAPHY is the result of a unique collaboration between Alex Haley and Malcolm X, whose voice and philosophy resonate from every page, just as his experience and his intelligence continue to speak to millions.",Ballantine Books,1992-01-15
287,Switching Time: A Doctor's Harrowing Story of Treating a Woman with 17 Personalities,9780307382672.0,307382672,"One afternoon in 1989, Karen Overhill walks into psychiatrist Richard Baer&rsquo;s office complaining of vague physical pains and depression. Odder still, she reveals that she&rsquo;s suffering from a persistent memory problem. Routinely, she &ldquo;loses&rdquo; parts of her day, finding herself in places she doesn&rsquo;t remember going to or being told about conversations she doesn&rsquo;t remember having. Her problems are so pervasive that she often feels like an impersonator in her own life; she doesn&rsquo;t recognize the people who call themselves her friends, and she can&rsquo;t even remember being intimate with her own husband. Baer recognizes that Karen is on the verge of suicide and, while trying various medications to keep her alive, attempts to discover the root cause of her strange complaints. It&rsquo;s the work of months, and then years, to gain Karen&rsquo;s trust and learn the true extent of the trauma buried in her past. What she eventually reveals is nearly beyond belief, a narrative of a childhood spent grappling with unimaginable horror. How has Karen survived with even a tenuous grasp on sanity?Then Baer receives an envelope in the mail. It&rsquo;s marked with Karen&rsquo;s return address but contains a letter from a little girl who writes that she&rsquo;s seven years old and lives inside of Karen. Soon Baer receives letters from others claiming to be parts of Karen. Under hypnosis, these alternate Karen personalities reveal themselves in shocking variety and with undeniable traits&mdash;both physical and psychological. One &ldquo;alter&rdquo; is a young boy filled with frightening aggression; another an adult male who considers himself Karen&rsquo;s protector; and a third a sassy flirt who seeks dominance over the others. It&rsquo;s only by compartmentalizing her pain, guilt, and fear in this fashion&mdash;by &ldquo;switching time&rdquo; with alternate selves as the situation warrants&mdash;that Karen has been able to function since childhood.Realizing that his patient represents an extreme case of multiple personality disorder, Baer faces the daunting task of creating a therapy that will make Karen whole again. Somehow, in fact, he must gain the trust of each of Karen&rsquo;s seventeen &ldquo;alters&rdquo; and convince them of the necessity of their own annihilation.As powerful as Sybil or The Three Faces of Eve, Switching Time is the first complete account of such therapy to be told from the perspective of the treating physician, a stunningly devoted healer who worked selflessly for decades so that Karen could one day live as a single human being.From the Hardcover edition.",Broadway Books,2008-09-09
288,Introduction to Tantra : The Transformation of Desire,9780861711628.0,97808617116,"New edition of this perennial classic. &ldquo;The best introductory work on Tibetan Buddhist tantra available today.&rdquo;&mdash;Janet Gyatso, Harvard UniversityWhat is tantra? Who is qualified to practice it? How should it be practiced? What are the results? According to Buddhism, every human being has the potential to achieve profound and lasting happiness. And according to the tantric teachings of Buddhism, this remarkable transformation can be realized very quickly if we utilize all aspects of our human energy - especially the energy of our desires. Introduction to Tantra is the best available clarification of a subject that is often misunderstood. This new edition of this classic text includes a new foreword by Philip Glass and a new cover design, but leaves untouched Lama Yeshe&#039;s excellent original text, edited by Jonathan Landaw. Tantra recognizes that the powerful energy aroused by our desire is an indispensable resource for the spiritual path. It is precisely because our lives are so inseparably linked with desire that we must make use of desire&#039;s tremendous energy not just for pleasure, but to transform our lives. Lama Yeshe presents tantra as a practice leading to joy and self-discovery, with a vision of reality that is simple, clear, and extremely relevant to twenty-first century life.",Wisdom Publications,2001-06-15
289,NOLS Cookery (National Outdoor Leadership School) (NOLS Library),9780811731089.0,811731081,"Wilderness chefs looking to make their meals more nutritious and appealing need look no further than this newest edition of NOLS Cookery, the National Outdoor Leadership School&#039;s classic guide to backcountry cooking. From Cowboy Coffee to Darn Tootin&#039; Black Beans to Scrambled Brownies, the book&#039;s recipes and culinary advice are guaranteed to please the palate and provide the energy needed for strenuous outdoor activity. Extensive revisions based on up-to-date research have been made to the nutrition section, and nutrient analyses are provided for all recipes. Additional sections cover fire preparation, cooking technique, and ration planning.",Stackpole Books,2004-01-01
290,Never Cry Wolf : Amazing True Story of Life Among Arctic Wolves,9780316881791.0,316881791,"More than a half-century ago the Canadian Wildlife Service assigned the naturalist Farley Mowat to investigate why wolves were killing arctic caribou. Mowat&#039;s account of the summer he lived in the frozen tundra alone-studying the wolf population and developing a deep affection for the wolves (who were of no threat to caribou or man) and for a friendly Inuit tribe known as the Ihalmiut (&quot;People of the Deer&quot;)-is a work that has become cherished by generations of readers, an indelible record of the myths and magic of wild wolves.",Back Bay Books,2001-09-13
291,Get a Financial Life: Personal Finance In Your Twenties and Thirties,9780743264365.0,743264363,"&ldquo;A highly readable and substantial guide to the grown-up realms of money and business.&rdquo; &mdash;Deborah Stead, The New York Times,  If you&#039;ve been meaning to get your finances in shape but have no idea where to start, this is your playbook: The all-new edition of the New York Times bestseller Get a Financial Life busts open the system, teaching tricks for becoming master of your own money universe. No matter what&#039;s happening in the economy, all the guidance you need is right here. You&#039;ll learn how to:  &bull; Pay off your credit cards and student loans and live debt free  &bull; Start saving, even if you&#039;re living paycheck to paycheck  &bull; Take advantage of the latest tax rules and save a bundle  &bull; Find smart investments while still supporting socially responsible companies  &bull; Come up with a down payment and buy a home, even in a tough economy  &bull; Afford grad school  &bull; Protect yourself from identity theft  And you&#039;ll discover why a 401(k) is your best friend&mdash;even if the market is tanking.  From tracking your spending to finding deals on insurance to navigating the new world of homebuying, this easy-to-understand, comprehensive guide provides an up-to-date road map of the world of personal finance. Whether you earn $30,000 or $300,000, are single or married, are drowning in debt or just looking for ways to keep your savings secure in uncertain times, you&#039;ll find the answers you need in Get a Financial Life.  &ldquo;A daring book. . . .  A life&#039;s worth of smart financial advice.&rdquo; &mdash;Newsweek",Simon & Schuster,2009-03-17
292,Whitetail Hunting Tactics of the Pros: Expert Advice to Help You be a Successful Hunter,9781585746811.0,1585746819,More than two dozen experts share their hunting secrets.,Lyons Press,2002-10-01
293,Deer,9780811704335.0,811704335,"Widlife professionals, respected biologists, artists and renowned photographers have contributed to this volume which covers the evolution, life history, anatomy, physiology, behaviour and habitat of the North American deer. Comparisons of the species - their gaits, methods of dealing with predators, preferred foods, social behaviours, mating activities - reveal the ecological niche and natural history of this popular wild mammal. Included are studies on vision capabilities, communication, and subspeciation.",Stackpole Books,1994-09-01
294,Rising Strong,9780812995824.0,812995821,"The physics of vulnerability is simple: If we are brave enough often enough, we will fall. The author of the #1 New York Times bestsellers Daring Greatly and The Gifts of Imperfection tells us what it takes to get back up, and how owning our stories of disappointment, failure, and heartbreak gives us the power to write a daring new ending. Struggle, Bren Brown writes, can be our greatest call to courage, and rising strong our clearest path to a wholehearted life.",Spiegel &amp; Grau,2015-08-25
295,The Story of Jane: The Legendary Underground Feminist Abortion Service,9780226424217.0,226424219,"&quot;In the four years before the Supreme Court&#039;s 1973 Roe vs. Wade decision, most women determined to get abortions had to subject themselves to the power of illegal, unregulated abortionists...But a Chicago woman who happened to stumble across a secret organization code-named &#039;Jane&#039; had an alternative. Laura Kaplan, who joined Jane in 1971, has pieced together the histories of the anonymous (here identified only by pseudonyms), average-sounding women who transformed themselves into outlaws.&quot;&mdash;Cleveland Plain Dealer&quot;The Story of Jane is a piece of women&#039;s history in step with feminist theory demanding that women tell their own stories. It serves to remind people of an important and often overlooked moment in the women&#039;s rights movement.&quot;&mdash;Seattle Weekly&quot;Laura Kaplan&#039;s The Story of Jane is the first book to chronicle this controversial sliver of history, and it is a fascinating, if partisan, close-up of the group.&quot;&mdash;Newsday&quot;[Kaplan] draws on her personal recollections and interviews with Jane members and clients and the doctors who performed the abortions to provide a well-written, detailed history of this radical group.&quot;&mdash;Publisher&#039;s Weekly&quot;Weaving together the voices and memories of her former co-workers, Kaplan recounts how the group initially focused on counseling women and helping them find reliable, reasonably priced doctors....Kaplan&#039;s account of this remarkable story recaptures the political idealism of the early &#039;70s...23 years after Roe vs. Wade, the issues and memories raised by the books are close and all too relevant.&quot;&mdash;K Kaufmann, San Francisco Chronicle&quot;Laura Kaplan&#039;s The Story of Jane is the first book to chronicle this controversial sliver of history, and it is a fascinating, if partisan, close-up of the group....The Story of Jane succeeds on the steam of Kaplan&#039;s gripping subject and her moving belief in the power of small-scale change.&quot;&mdash;Cynthia Leive, New York Newsday&quot;During the four years before the Supreme Court&#039;s Roe v. Wade decision legalized abortion in 1973, the 100 members of Jane helped some 11,000 women end their pregnancies....There is more in this remarkable book that will further raise eyebrows....Kaplan&#039;s engrossing tales of the quiet courage of the women who risked their reputations and freedom to help others may remind many readers of other kinds of outlaws who have resisted tyranny throughout history.&quot;&mdash;Chicago Sun-Times",University Of Chicago Press,1997-06-09
296,Where War Lives: A Journey into the Heart of War,9781594869570.0,159486957X,"Paul Watson was born with his right hand missing. To defy people's expectations, he becomes an avid war journalist, traveling to the most dangerous places on earth and staying long after it was wise or safe to do so. Then, with the click of a camera shutter, Watson's life changes forever.      As one of the last remaining journalists in Somalia, hehears that a Blackhawk has been shot down over Mogadishu,and that a mob is dragging the body of a U.S. soldier through the streets. Watson risks his life to infiltrate the mob and snap the photo that garners him the Pulitzer Prize. But as the accolades pour in and Watson travels to other troubled areas of the world, he can think only of the damage he has doneto Sergeant Cleveland's family, whose last image of their son would always be the battered, dusty corpse Watson had photographed; and, he fears, to the spread of terrorism, with the worldwide spectacle his photo created from that barbarity.      From the jungles of Rwanda to the ruined streets of Somalia to the craggy mountains of Afghanistan, this intimate portrayal of war from the front lines is raw and deeply human, a tale for our time.",Rodale Books,2008-09-16
297,"The Truth of Revolution, Brother: An Exploration of the Philosophy of Punk",9780993019012.0,993019013,"The punk explosion of the late 70s and early 80s changed the face of music, art, and fashion. But it didn't stop there. Punks were onto something really important. They had a unique view on an alternative way of living. The Truth of Revolution, Brother is the result of a year spent with some of punk s most influential figures. From legendary British anarchos Crass to US stalwarts Fugazi and Dead Kennedys; first generation figures the Adverts to contemporary carrier of the flame Jeffrey Lewis, this groundbreaking book investigates the approaches and life choices made by the people associated with this most misunderstood genre.  The result is truly life-affirming. From the fields of Essex to Iceland s corridors of power; the West Country to Washington DC, thirty interviews gently reveal a host of strategies for living that are more meaningful now than they were back in punk s heyday.  Unique testament is mixed with thoughtful analysis and original art to create a true punk one-off. Includes thirty original interviews, including with Jello Biafra, Penny Rimbaud, Ian MacKaye, Gee Vaucher, Steve Albini, Vi Subversa, Little Annie, Mark Stewart, Tim Smith, Steve Ignorant, Jn Gnarr, Einar rn Benediktsson and many more.  Beautifully illustrated throughout.",Situation Press,2015-08-17
298,The Eighteenth Brumaire of Louis Bonaparte,9781450532341.0,1450532349,"Written by Karl Marx, ""The Eighteenth Brumaire of Louis Napoleon"" is considered by many to be Marx's best effort towards political philosophy. While the ""Communist Manifesto"" and the ""Critique of the Gotha Programme"" are also classics in Marxian political thought, ""The Eighteenth Brumaire of Louis Napoleon"" presents the best and most profound theoretical analysis. If the Manifesto is the gateway to Marxian political thought, the Brumaire is the book for those who wish to deepen their knowledge on Marxian political conceptions. This book is a must for anyone interested in politics and the theory behind Marxism.",CreateSpace Independent Publishing Platform,2010-01-11
299,Dispatches for the New York Tribune: Selected Journalism of Karl Marx (Penguin Classics),9780141441924.0,141441925,"A compelling, wide-ranging collection of Karl Marx&#039;s journalism-available only from Penguin Classics Karl Marx is arguably the most famous political philosopher of all time, but he was also one of the great foreign correspondents of the nineteenth century. Drawing on his eleven- year tenure at the New York Tribune (which began in 1852), this completely new collection presents Marx&#039;s writings on an abundance of topics, from issues of class and state to world affairs. Particularly moving pieces highlight social inequality and starvation in Britain, while others explore his groundbreaking views on the slave and opium trades. Throughout, Marx&#039;s fresh perspective on nineteenth-century events reveals a social consciousness that remains inspiring to this day.",Penguin Classics,2008-02-26
300,Tinderbox: How the West Sparked the AIDS Epidemic and How the World Can Finally Overcome It,9780143123002.0,143123009,"&quot;Remarkable... reads like a detective novel.&quot;&mdash;The New Yorker     In this groundbreaking work that reads like a detective novel, longtime Washington Post reporter Craig Timberg and award-winning AIDS researcher Daniel Halperin tell the surprising story of how Western colonial powers unwittingly sparked the AIDS epidemic and then fanned the flames. Drawing on remarkable new science, Tinderbox overturns the conventional wisdom on the origins of this deadly pandemic, and in a riveting narrative that stretches from colonial Leopoldville to 1980s San Francisco to South Africa today, it reveals how human hands unleashed this epidemic and can now overcome it, if only we learn the lessons of the past.",Penguin Books,2013-03-05
301,The Stranger Beside Me,9781416559597.0,1416559590,"THE DEFINITIVE WORK OF AMERICAN TRUE CRIME FROM &quot;AMERICA&#039;S BEST TRUE-CRIME WRITER&quot; (Kirkus Reviews)     Utterly unique in its astonishing intimacy, as jarringly frightening as when it first appeared, Ann Rule&#039;s The Stranger Beside Me defies our expectation that we would surely know if a monster lived among us, worked alongside of us, appeared as one of us. With a slow chill that intensifies with each heart-pounding page, Rule describes her dawning awareness that Ted Bundy, her sensitive coworker on a crisis hotline, was one of the most prolific serial killers in America. He would confess to killing at least thirty-six young women from coast to coast, and was eventually executed for three of those cases. Drawing from their correspondence that endured until shortly before Bundy&#039;s death, and striking a seamless balance between her deeply personal perspective and her role as a crime reporter on the hunt for a savage serial killer -- the brilliant and charismatic Bundy, the man she thought she knew -- Rule changed the course of true-crime literature with this unforgettable chronicle.",Pocket Books,2008-12-30
302,Voices of Decolonization: A Brief History with Documents (Bedford Cultural Editions),9781457618154.0,145761815X,"This unprecedented volume shows how and why mid-twentieth-century decolonization transformed societies and cultures and continues to shape todays world. The introduction explores decolonization as both a historical era and an aspirational movement. A rich collection of primary sources combines the voices of the colonized and the colonizers in Africa, Asia, and throughout the world to recapture the intensity and variety of the independence struggles. Organized chronologically and topically, the documents reveal how and why formal decolonization, once an unimaginable prospect to imperialists, came quickly to seem inevitable. Maps, document headnotes, a chronology, questions to consider, and a bibliography enrich students understanding of decolonization and its enduring consequences.",Bedford/St. Martin's,2014-07-18
